"       MASTER SPREADSHEET                        Fourteen Select Indexes - Daily Closing Values    January 1986 - July 26, 2019",,,,,,,,,,,,,,
"Sources: Bloomberg and Cboe Exchange, Inc.",Data providers such as Bloomberg (phone: 212-318-2000) can provide historical data for a fee.      Also visit www.Cboe.com/TradTool/,Past performance is not a guarantee of future returns.,"Supporting documentation for statistics or other technical data is available by calling 1-888-OPTIONS, sending an e-mail to help@Cboe.com, or by visiting www.Cboe.com. ","Options involve risk and are not suitable for all investors. Prior to buying or selling an option, a person must receive a copy of Characteristics and Risks of Standardized Options",,Please visit www.Cboe.com and us.spindices.com  for more information and disclosures.  ,"This spreadsheet is updated about once a year, and is based on data from secondary sources believed (but not guaranteed) to be accurate.",Indexes are not investable,,,,,,
23-Aug-2006,756.47,1979.346,1292.99,876.82,496.61,853.16,12.4,11.26,1037.11,656.38,504.62,918.48,733.54,424.39
24-Aug-2006,757.68,1984.089,1296.06,878.11,497.75,855.21,12.4,11.3,1039.56,656.81,505.71,920.28,734.38,425.31
25-Aug-2006,757.43,1982.806,1295.09,878.33,497.41,854.94,12.31,11.29,1038.97,657.3,505.46,920.28,734.48,425
28-Aug-2006,759.99,1993.059,1301.78,881.1,499.92,858.95,12.18,10.93,1043.67,658.41,507.6,923.79,736.27,427.05
29-Aug-2006,760.79,1997.205,1304.28,881.91,500.88,860.51,12.28,10.89,1045.49,657.88,508.54,925.08,736.8,427.86
30-Aug-2006,761.66,1998.076,1304.27,882.1,501.17,861.15,12.22,11.02,1046.36,659.09,508.86,925.56,737.64,428.06
31-Aug-2006,761.58,1997.415,1303.82,882.23,501.02,860.9,12.31,11.31,1046.29,659.45,508.77,925.51,737.74,427.88
1-Sep-2006,763.53,2008.466,1311.01,884.03,503.72,864.91,11.96,11.02,1050.64,657.71,511.12,928.65,738.64,430.19
5-Sep-2006,764.15,2011.996,1313.25,885.38,504.59,866.44,12.63,11.24,1052.34,657.8,511.89,929.99,739.36,430.88
6-Sep-2006,761.86,1992.416,1300.26,883.04,499.7,859.77,13.74,12.67,1045.29,663.32,507.9,925.22,738.97,426.71
7-Sep-2006,760.75,1982.93,1294.02,882.13,497.31,856.14,13.88,12.86,1041.18,666.52,505.66,922.81,738.7,424.7
8-Sep-2006,763.14,1990.444,1298.92,884.59,499.12,859.45,13.16,12,1045.26,669.04,507.41,925.91,740.34,426.25
11-Sep-2006,763.99,1991.494,1299.54,885.47,499.44,859.98,12.99,12.55,1046.07,670.78,507.68,926.56,741.08,426.44
12-Sep-2006,766.85,2012.317,1313.11,887.77,504.64,868.43,11.92,11.16,1055.5,664.9,512.77,932.33,741.61,430.89
13-Sep-2006,767.38,2020.494,1318.07,888.29,506.69,871.77,11.18,10.9,1059.1,661,514.76,934.44,741.9,432.62
14-Sep-2006,767.72,2017.858,1316.28,888.53,506.03,871.24,11.55,11.52,1059.18,663.81,514.29,934.31,742.06,432.05
15-Sep-2006,766.43,2023.352,1319.87,888.06,506.94,874.03,11.76,11.01,1060.83,657.9,515.88,935.6,741.4,433.24
18-Sep-2006,767.27,2025.39,1321.18,889.12,507.48,875.21,11.78,10.64,1062.26,658.84,516.34,936.68,741.93,433.55
19-Sep-2006,766.65,2021.005,1318.31,888.42,506.22,873.81,11.98,10.85,1059.96,659.8,515.41,935.32,742.36,432.67
20-Sep-2006,769.03,2031.592,1325.18,890.97,508.67,877.63,11.39,10.52,1065.2,659.73,517.58,938.99,743.04,434.66
21-Sep-2006,766.82,2021.084,1318.03,888.47,506.79,873.31,12.25,11.96,1060.56,659.69,515.72,935.65,741.97,432.66
22-Sep-2006,765.91,2016.092,1314.78,887.57,505.82,872.11,12.59,12.2,1058.5,660.12,514.69,934.29,741.36,431.63
25-Sep-2006,769.93,2033.871,1326.37,892.11,509.1,878.65,12.12,11.11,1066.44,660.36,518.23,940.07,744.01,434.96
26-Sep-2006,772.61,2049.2,1336.34,894.46,512.27,883.4,11.53,10.29,1072.21,657.41,521.12,943.87,744.85,438.01
27-Sep-2006,772.38,2049.966,1336.59,894.62,512.48,883.5,11.58,11.04,1072.33,656.62,521.25,944.03,745.16,438.17
28-Sep-2006,773.61,2053.932,1339.15,895.19,513.35,884.89,11.72,11.05,1074.02,656.87,522.09,945.1,745.09,438.99
29-Sep-2006,772.94,2048.889,1335.85,895,512.21,883.73,11.98,11.35,1072.62,658.62,521.14,944.41,745.39,437.91
2-Oct-2006,772.53,2041.992,1331.32,894.87,510.68,882.2,12.57,11.38,1070.76,661.9,520.1,943.4,746.18,436.42
3-Oct-2006,773.2,2046.283,1334.11,896.02,511.52,883.93,12.24,11.25,1072.86,661.69,521,944.96,746.52,437.27
4-Oct-2006,776.44,2071.451,1350.22,898.19,517.02,890.39,11.86,11.07,1080.7,653.57,525.42,949.59,746.2,442.53
5-Oct-2006,776.6,2076.631,1353.22,898.86,518.05,891.37,11.98,11.4,1081.93,651.33,526.07,950.5,745.3,443.61
6-Oct-2006,776.58,2071.054,1349.58,899.16,516.69,891.01,11.56,11.17,1081.45,655.04,525.59,950.47,747.43,442.42
9-Oct-2006,777.33,2072.708,1350.66,899.77,517.05,891.83,11.68,10.81,1082.45,655.65,526.15,951.12,747.88,442.76
10-Oct-2006,777.66,2077.008,1353.42,900.21,517.89,893.3,11.52,10.86,1084.23,653.94,527.09,952.16,748.48,443.68
11-Oct-2006,778.2,2071.9,1349.95,900.3,516.8,892.81,11.62,11.08,1083.64,658.22,526.58,951.97,748.82,442.58
12-Oct-2006,778.88,2091.685,1362.83,900.92,521.21,895.7,11.09,10.88,1087.15,646.98,529.17,953.87,747.26,446.79
13-Oct-2006,779.41,2095.972,1365.62,901.2,522.12,896.83,10.75,10.26,1088.52,645.17,530.12,954.64,747.81,447.71
16-Oct-2006,779.09,2101.265,1369.05,901.69,523.33,896.93,11.09,10.42,1088.64,641.34,530.41,954.85,747.27,448.79
17-Oct-2006,779.05,2093.581,1364.05,901.78,521.59,896.96,11.73,11.12,1088.67,646.29,530.09,954.93,749.06,447.14
18-Oct-2006,780.07,2096.706,1365.96,901.98,522.24,898.25,11.34,11.26,1090.23,646.01,531.2,955.75,749.78,447.81
19-Oct-2006,780.12,2098.321,1366.96,902.19,522.51,898.01,10.9,10.57,1089.94,644.85,531.55,955.75,750.46,448.13
20-Oct-2006,778.38,2100.861,1368.6,903.19,523.01,896.94,10.63,10.46,1088.89,641.15,530.23,953.29,753.18,448.57
23-Oct-2006,779.93,2113.822,1377.02,905.18,526.07,900.88,11.08,10.54,1092.91,638.21,532.38,956.33,751.89,451.26
24-Oct-2006,780.22,2114.363,1377.38,905.84,526.15,901.25,10.78,10.44,1093.56,638.77,532.47,956.9,752.98,451.3
25-Oct-2006,781.46,2121.834,1382.22,906.74,527.89,903.49,10.66,10.43,1096.12,637.44,533.75,958.63,751.71,452.83
26-Oct-2006,782.71,2132.385,1389.08,907.91,530.37,906.36,10.56,10.35,1099.38,635.01,535.24,960.78,751.89,455.04
27-Oct-2006,780.55,2114.648,1377.34,906.69,526.13,901.79,10.8,10.73,1094.19,640.06,532.65,957.7,753.97,451.3
30-Oct-2006,781.5,2115.633,1377.93,907.24,526.34,902.48,11.2,10.65,1094.9,641.09,532.98,958.24,755.49,451.47
31-Oct-2006,782.2,2115.654,1377.94,907.46,526.31,902.98,11.1,10.41,1095.94,642.63,533.27,958.68,756.43,451.46
1-Nov-2006,779.98,2100.365,1367.81,905.88,522.64,897.87,11.51,11.05,1090.19,646.07,530.42,955.14,756.46,448.24
2-Nov-2006,780.99,2100.211,1367.34,906.17,522.57,898.13,11.42,11,1090.75,648.01,530.51,955.46,757.4,448.2
3-Nov-2006,780.45,2095.68,1364.3,906.5,521.42,896.65,11.16,10.67,1089.09,650.21,529.63,954.87,757.8,447.18
6-Nov-2006,784.12,2119.53,1379.78,909.94,527.18,905.49,11.16,10.47,1098.72,646.21,534.51,961.3,760.39,452.23
7-Nov-2006,784.58,2124.277,1382.84,910.45,528.34,906.9,11.09,10.9,1100.47,644.37,535.26,962.33,759.88,453.22
8-Nov-2006,785.52,2129.22,1385.72,911.16,529.44,909.02,10.75,10.46,1103.05,643.65,536.48,963.85,760.82,454.25
9-Nov-2006,784.77,2118.318,1378.33,910.87,526.73,905.73,11.01,11,1099.57,648.8,534.55,961.99,762.37,451.92
10-Nov-2006,785.85,2122.257,1380.9,911.53,527.79,907.65,10.79,10.61,1101.94,648.8,535.69,963.38,762.93,452.76
13-Nov-2006,786.63,2128.169,1384.42,912.37,529.19,909.98,10.86,11.01,1104.62,647,537.02,964.96,763.24,454.01
14-Nov-2006,786.89,2141.946,1393.22,912.71,532.51,914.27,10.5,10.89,1108.75,639.67,539.65,967.49,763.03,456.94
15-Nov-2006,787.34,2147.603,1396.57,912.89,533.98,916.23,10.31,10.35,1110.41,636.7,540.85,968.62,763.21,458.13
16-Nov-2006,787.7,2152.569,1399.76,913.07,535.1,918.03,10.16,10.15,1112.27,635.05,541.89,969.81,763.85,459.25
17-Nov-2006,790.49,2154.795,1401.2,914.27,535.72,922.37,10.05,9.84,1117.34,640.36,543.96,973.39,765.94,459.57
20-Nov-2006,790.96,2153.76,1400.5,915.12,535.48,922.46,9.97,9.57,1117.44,642.39,543.81,973.78,767.81,459.27
21-Nov-2006,792.15,2157.424,1402.81,915.98,536.35,924.13,9.9,9.36,1119.67,643.05,544.71,975.15,769.08,460
22-Nov-2006,793.06,2162.65,1406.09,916.87,537.69,925.78,10.14,9.4,1121.59,642.55,545.7,976.53,769.5,461.12
24-Nov-2006,791.69,2154.963,1400.95,915.8,535.7,923.44,10.73,10.39,1118.71,643.59,544.23,974.68,768.16,459.49
27-Nov-2006,785.72,2125.67,1381.9,910.05,528.58,912.46,12.3,11.58,1106.26,643.77,538.44,965.73,763.45,453.55
28-Nov-2006,788.3,2133.52,1386.72,912.76,530.43,915.95,11.62,10.88,1110.46,646.47,539.87,969.05,766.35,455.08
29-Nov-2006,792.94,2154.086,1399.48,917.26,535.56,924.08,10.83,10.23,1119.73,647.35,544.39,975.76,771.18,459.29
30-Nov-2006,793.48,2155.885,1400.63,917.86,536.01,924.85,10.91,10.36,1120.72,648.06,544.81,976.51,771.67,459.67
1-Dec-2006,792.49,2149.849,1396.71,916.56,534.48,922.55,11.66,11.44,1118.19,648.36,543.48,974.64,771.31,458.44
4-Dec-2006,795.85,2169.003,1409.12,920.19,539.17,929.7,11.23,10.47,1126.06,646.5,547.62,980.22,773.73,462.4
5-Dec-2006,796.84,2177.746,1414.76,921.21,541.42,932.56,11.27,10.6,1129.1,644.08,549.43,982.33,774.07,464.24
6-Dec-2006,796.84,2175.448,1412.9,921.36,540.74,932.2,11.33,10.75,1128.82,645.57,549.12,982.25,774.72,463.73
7-Dec-2006,796.08,2166.868,1407.29,920.51,538.69,929.34,12.67,11.96,1125.87,648.42,547.24,980.31,774.9,461.94
8-Dec-2006,797.58,2170.836,1409.84,921.75,539.63,931.31,12.07,11.27,1128.46,649.88,548.36,982.04,775.32,462.71
11-Dec-2006,798.4,2175.801,1413.04,923.02,540.84,933.58,10.71,11.1,1130.89,649.64,549.59,983.81,776.5,463.74
12-Dec-2006,798.75,2173.577,1411.56,923.3,540.33,933.22,10.65,10.97,1130.73,651.84,549.24,983.8,776.68,463.25
13-Dec-2006,799.46,2176.516,1413.21,923.99,541.05,934.69,10.18,10.15,1132.67,652.05,549.97,984.98,777.25,463.85
14-Dec-2006,800.43,2195.591,1425.49,924.3,545.79,941.09,9.97,9.58,1138.43,642.21,554.52,988.56,777.52,467.9
15-Dec-2006,799.79,2198.069,1427.09,922.71,546.78,941.93,10.05,9.97,1138.69,638.94,555.33,988.97,776.42,468.59
18-Dec-2006,798.89,2190.974,1422.48,922.38,545.24,939.87,10.6,9.65,1136.2,640.4,554.29,987.6,776.4,467.02
19-Dec-2006,800.41,2195.8,1425.55,923.85,546.06,941.76,10.3,9.68,1138.51,641.59,555.17,989.41,777.61,467.92
20-Dec-2006,800.14,2192.756,1423.53,923.56,545.38,940.9,10.26,9.73,1137.45,642.41,554.71,988.81,777.47,467.28
21-Dec-2006,798.61,2185.207,1418.3,921.85,543.75,938.05,10.53,9.98,1134.01,642.14,553.29,986.43,776.31,465.75
22-Dec-2006,795.72,2173.9,1410.76,918.87,541.56,933.58,11.36,10.83,1128.61,640.59,551.04,982.52,772.47,463.55
26-Dec-2006,798.78,2183.38,1416.9,922.69,543.23,937.67,11.26,10.45,1133.55,643.91,552.94,986.52,776.11,465.28
27-Dec-2006,802.57,2199.153,1426.84,926.43,546.46,944.01,10.64,9.74,1141.21,645.03,556.14,991.87,781.8,468.37
28-Dec-2006,802.49,2195.996,1424.73,925.38,545.89,942.85,10.99,10.41,1139.83,645.36,555.57,990.74,779.38,467.7
29-Dec-2006,800.16,2186.127,1418.3,922.88,543.98,938.85,11.56,11.25,1134.98,644.19,553.53,987.32,777.35,465.77
3-Jan-2007,800.2,2183.922,1416.6,923.6,543.17,938.18,12.04,11.57,1134.17,645.67,553.09,987.1,777.39,465.13
4-Jan-2007,801.36,2186.603,1418.34,925.1,543.55,939.4,11.51,11.19,1135.65,647.52,553.49,988.56,779.62,465.6
5-Jan-2007,797.55,2173.292,1409.71,921.33,540.95,933.83,12.14,11.87,1128.91,644.32,550.89,983.65,774.67,462.89
8-Jan-2007,799.64,2178.802,1412.84,924.05,541.79,936.24,12,11.42,1131.83,647.38,551.83,986.25,778.84,463.89
9-Jan-2007,799.47,2177.678,1412.11,923.72,541.47,935.79,11.91,11.83,1131.29,647.13,551.5,985.87,778.23,463.62
10-Jan-2007,801.23,2182.161,1414.85,925.29,542.2,937.75,11.47,11.32,1133.66,649.07,552.37,987.76,780.69,464.48
11-Jan-2007,805.64,2196.021,1423.82,929.75,544.75,943.67,10.87,10.59,1140.82,653.75,555.29,993.27,786.39,467.36
12-Jan-2007,808.77,2206.677,1430.73,932.79,546.96,948.2,10.15,10.24,1146.29,656.51,557.7,997.3,788.7,469.63
16-Jan-2007,809.58,2208.482,1431.9,933.97,547.21,949.01,10.74,10.47,1147.27,657.93,558.12,998.17,790.36,470
17-Jan-2007,809.61,2206.701,1430.62,934.33,546.74,948.3,10.59,10,1146.41,659.38,557.69,998.01,790.31,469.62
18-Jan-2007,808.58,2200.196,1426.37,933.7,545.32,945.55,10.85,10.31,1143.09,660.48,556.04,996.25,790.8,468.2
19-Jan-2007,811.17,2206.6,1430.5,936.08,546.51,948.26,10.4,9.75,1146.6,664.53,556.93,999.76,790.55,469.51
22-Jan-2007,809.1,2195.003,1422.95,934.55,543.92,944.13,10.77,10.15,1142.04,665.72,554.97,996.53,790.15,467.07
23-Jan-2007,810.95,2202.768,1427.99,936.4,545.34,947.38,10.34,9.66,1145.77,666.2,556.44,999.27,792.66,468.6
24-Jan-2007,814.71,2221.556,1440.13,939.68,549.48,954.06,9.89,9.05,1153.35,664.99,559.71,1004.82,793.97,472.37
25-Jan-2007,809.61,2196.543,1423.9,935.14,544.18,944.75,11.22,10.79,1142.9,666.36,555.36,997.26,790.23,467.4
26-Jan-2007,809.43,2193.888,1422.18,935.17,543.5,943.96,11.13,10.71,1141.96,667.2,554.82,996.88,791.3,466.76
29-Jan-2007,809.37,2191.713,1420.62,934.97,542.92,943.17,11.45,10.82,1141.11,667.7,554.51,996.18,791.21,466.24
30-Jan-2007,812.65,2204.396,1428.82,937.85,545.64,948.45,10.96,10.66,1147.22,668.85,557.03,1000.58,793.72,468.79
31-Jan-2007,815.39,2219.189,1438.24,941.03,548.87,953.97,10.42,10.14,1153.4,668.3,559.63,1005.37,796.71,471.79
1-Feb-2007,817.31,2231.606,1445.94,942.69,551.74,958.09,10.31,9.96,1158.06,666.13,561.69,1008.62,797.22,474.37
2-Feb-2007,818.32,2235.392,1448.39,943.65,552.56,959.56,10.08,9.79,1159.84,666.67,562.45,1010.07,798.69,475.16
5-Feb-2007,818.17,2233.444,1446.99,944.04,552.2,959.32,10.55,9.99,1159.55,667.93,562.29,1009.93,799.25,474.74
6-Feb-2007,818.93,2235.016,1448,944.6,552.43,960.36,10.65,10,1160.61,668.66,562.74,1010.71,800.16,475.06
7-Feb-2007,819.91,2239.052,1450.02,945.23,553.33,962.07,10.32,9.72,1162.75,668.36,563.77,1012.04,800.99,475.86
8-Feb-2007,819.86,2236.46,1448.31,945.43,552.71,961.58,10.44,10.09,1162.37,669.96,563.59,1011.8,801.89,475.3
9-Feb-2007,818.09,2220.721,1438.06,944.3,549.09,955.88,11.1,10.86,1156.37,675.18,560.8,1007.95,801.36,472.01
12-Feb-2007,817.56,2213.584,1433.37,944.03,547.45,953.04,11.61,11.37,1153.22,677.71,559.37,1006.12,801.44,470.46
13-Feb-2007,820.85,2230.799,1444.26,946.66,551.22,960.49,10.34,9.99,1162.01,676.41,563.42,1011.47,803.15,474.06
14-Feb-2007,822.05,2248.404,1455.3,947.32,555.44,966.94,10.23,9.73,1168.59,668.89,566.51,1015.64,802.93,477.79
15-Feb-2007,822.26,2250.969,1456.81,947.69,555.96,968.48,10.22,9.88,1170,667.72,567.15,1016.59,803.92,478.33
16-Feb-2007,824.15,2249.064,1455.54,948.2,555.48,968.08,10.02,9.66,1172,672.79,567.69,1017.06,804.92,477.85
20-Feb-2007,825.41,2255.478,1459.68,950.06,556.96,970.48,10.24,9.95,1174.78,672.95,568.84,1019.13,805.58,479.09
21-Feb-2007,825.49,2252.434,1457.63,949.93,556.23,969.84,10.2,9.94,1173.96,674.63,568.42,1018.76,805.39,478.47
22-Feb-2007,825.45,2251.03,1456.38,949.93,555.87,969.5,10.18,10.11,1173.63,675.14,568.33,1018.61,808.56,478.12
23-Feb-2007,824.23,2243.261,1451.19,949.01,553.95,966.65,10.58,10.6,1170.39,676.47,566.74,1016.64,806.33,476.49
26-Feb-2007,823.83,2240.728,1449.37,949.05,553.28,965.77,11.15,11.07,1169.29,676.99,566.34,1016.09,806.26,475.94
27-Feb-2007,799.85,2163.114,1399.04,921.6,537.12,932.81,18.31,18.85,1130.02,657.35,551.58,984.14,773.45,463.5
28-Feb-2007,805.1,2175.784,1406.82,928.29,538.71,938.52,15.42,15.93,1137.02,663.52,553.78,990.74,779.27,464.7
1-Mar-2007,803.45,2170.171,1403.17,926.27,537.65,936.22,15.82,16.21,1134.19,662.41,552.99,988.48,775.21,463.9
2-Mar-2007,794.48,2145.428,1387.17,916.09,533.75,925.54,18.61,19.12,1121.22,653.74,548.61,977.47,757.48,460.55
5-Mar-2007,787.18,2125.343,1374.12,908.42,529.25,916.92,19.63,20.5,1110.87,647.22,545.51,968.73,752.01,457.8
6-Mar-2007,799.47,2158.359,1395.41,922.05,534.35,931.17,15.96,15.94,1128.2,655.57,551,983.53,764.05,461
7-Mar-2007,797.78,2153.646,1391.97,919.94,532.96,929.19,15.24,15.66,1125.73,652.19,550.83,981.39,756.12,459.85
8-Mar-2007,803.5,2169.139,1401.89,926.82,536.12,935.85,14.29,15.01,1133.83,658.34,553.37,988.6,767.85,461.94
9-Mar-2007,804.05,2170.618,1402.85,927.29,536.23,936.49,14.09,14.25,1134.6,658.02,553.28,989.22,767.76,461.94
12-Mar-2007,806.27,2176.501,1406.6,930.34,537.47,939.06,13.99,13.56,1137.7,660.31,553.93,992.09,768.72,462.56
13-Mar-2007,790.08,2132.76,1377.95,911.32,527.51,920.19,18.13,17.57,1114.85,640.85,549.49,972.05,740.49,455.84
14-Mar-2007,795.45,2147.18,1387.17,917.61,530.21,926.41,17.27,16.39,1122.37,644.68,551.53,978.71,741.22,457.16
15-Mar-2007,798.42,2155.183,1392.28,920.59,532.02,929.86,16.43,15.22,1126.57,645.31,553.33,982.15,736.44,457.64
16-Mar-2007,795.9,2146.932,1386.95,920.64,530.38,926.39,16.79,16.39,1122.24,649.96,548.91,978.63,736.58,455.9
19-Mar-2007,801.13,2170.326,1402.06,926.08,534.6,934.59,14.59,14,1132.37,648.48,553.16,985.74,739.55,459.74
20-Mar-2007,803.84,2184.097,1410.94,929.22,537.06,939.22,13.27,13,1138.47,647.05,555.6,989.89,741.28,462.07
21-Mar-2007,807.94,2221.459,1435.04,933.28,544.67,947.37,12.19,11.45,1148.57,637.87,559.87,996.38,739.71,469.55
22-Mar-2007,807.07,2220.676,1434.54,933.18,544.59,945.82,12.93,12.28,1147.35,637.89,559.21,995.53,739.07,469.41
23-Mar-2007,807.23,2223.116,1436.11,933.51,545.2,946.3,12.95,12.34,1147.9,637.3,559.43,996,738.52,469.89
26-Mar-2007,808.16,2225.258,1437.5,934.42,545.55,947.64,13.16,12.24,1149.51,637.88,560.25,997.11,740.13,470.21
27-Mar-2007,807.24,2211.517,1428.61,933.74,542.72,945.27,13.48,13,1146.32,642.26,558.84,995.49,741.12,467.42
28-Mar-2007,805.56,2194.383,1417.23,931.47,539.44,941.36,14.98,14.97,1141.58,646.17,556.98,992.25,741.41,464.01
29-Mar-2007,806.59,2202.683,1422.53,932.27,541.2,943.92,15.14,14.76,1144.12,643.87,558.19,994.06,741.51,465.63
30-Mar-2007,807.02,2200.12,1420.86,932.75,540.59,943.92,14.64,14.41,1144.27,645.95,558.18,994.43,743.06,465.04
2-Apr-2007,808.19,2205.851,1424.55,934.56,541.6,946.07,14.53,13.79,1146.96,645.72,559.2,996.33,743.65,466.06
3-Apr-2007,810.7,2226.758,1437.77,936.39,546.07,950.94,13.46,12.68,1153.3,640.06,561.99,999.91,743.75,470.3
4-Apr-2007,811.35,2229.255,1439.37,937.13,546.6,952.06,13.24,12.34,1154.78,639.89,562.56,1000.92,744.18,470.77
5-Apr-2007,811.65,2236.711,1443.76,937.74,548.16,953.01,13.23,12.05,1156.26,637.07,563.14,1001.78,744.24,472.34
9-Apr-2007,811.74,2238.033,1444.61,938.49,548.3,953.51,13.14,12.29,1156.99,636.66,563.38,1002.26,745.63,472.6
10-Apr-2007,812.39,2243.933,1448.39,938.96,549.52,954.79,12.68,11.73,1158.83,634.68,564.19,1003.22,745.73,473.81
11-Apr-2007,812.3,2229.441,1438.87,938.92,546.39,953.88,13.49,12.65,1157.16,641.68,563.57,1002.75,747.09,470.74
12-Apr-2007,813.09,2243.303,1447.8,939.41,549.33,955.69,12.71,11.97,1160.04,635.41,564.71,1004,746.92,473.65
13-Apr-2007,813.3,2251.124,1452.85,939.66,551.04,956.77,12.2,11.51,1161.31,631.41,565.36,1004.73,746.97,475.29
16-Apr-2007,814.08,2275.353,1468.47,940.19,556.61,957.87,11.98,11.25,1162.59,623.77,566.01,1005.48,742.63,480.38
17-Apr-2007,813.97,2280.013,1471.48,940.39,557.64,957.81,12.14,11.43,1162.88,622.54,566.11,1005.59,741.75,481.35
18-Apr-2007,814.25,2281.612,1472.5,940.59,558.05,958.06,12.42,11.73,1163.56,621.78,566.15,1005.86,744.09,481.76
19-Apr-2007,814.37,2278.913,1470.73,940.79,557.4,958.27,12.54,12.26,1163.44,621.43,566.27,1006.11,746.43,481.11
20-Apr-2007,812.38,2300.084,1484.35,941.75,562.42,957.21,12.07,11.67,1162.13,619.66,565.31,1004.35,730.48,485.37
23-Apr-2007,811.39,2294.825,1480.93,941.51,561.25,955.37,13.04,12.49,1160.05,620.64,564.12,1003.11,729.15,484.36
24-Apr-2007,811.41,2294.017,1480.41,941.54,561.01,955.23,13.12,12.56,1160,620.97,564.13,1003.1,729.1,484.18
25-Apr-2007,815.23,2317.496,1495.42,944.48,566.54,962.34,13.21,12.58,1167.98,617.4,568.09,1008.43,729.49,488.81
26-Apr-2007,815.38,2315.908,1494.25,945.16,566.1,962.26,12.79,12.55,1168.12,619.13,567.89,1008.77,731.29,488.46
27-Apr-2007,815.95,2315.703,1494.07,945.75,566,963.05,12.45,12.05,1168.76,620.36,568.3,1009.52,732.49,488.37
30-Apr-2007,812.77,2297.575,1482.37,942.96,561.91,956.84,14.22,13.34,1161.77,621.76,565.12,1004.66,730.35,484.73
1-May-2007,814.73,2303.676,1486.3,944.51,563.19,959.69,13.51,12.86,1165.41,622.93,566.46,1007.01,733.25,485.87
2-May-2007,817.19,2318.839,1495.92,947.13,566.8,964.75,13.08,12.53,1170.78,621.38,569.18,1011.1,734.61,488.88
3-May-2007,818.72,2329.544,1502.39,948.49,569.3,967.79,13.09,12.78,1174.25,619.58,570.84,1013.4,734.26,491.11
4-May-2007,819.31,2334.606,1505.62,949.33,570.46,969.32,12.91,12.66,1176.27,618.74,571.68,1014.71,735.32,492.08
7-May-2007,820.53,2340.677,1509.48,950.47,571.9,971.42,13.15,12.66,1178.67,618.23,572.97,1016.31,735.69,493.27
8-May-2007,820.23,2338.136,1507.72,950.71,571.29,970.99,13.21,12.96,1178.26,619.28,572.63,1016.23,736.38,492.75
9-May-2007,821.6,2346.302,1512.58,951.68,573.19,973.69,12.88,12.48,1181.26,618.04,574.21,1018.19,737.51,494.39
10-May-2007,818.9,2313.938,1491.47,949.49,565.44,964.74,13.6,14,1171.76,628.05,568.87,1012.35,737.83,487.62
11-May-2007,821.53,2336.484,1505.85,952.14,570.79,972.63,12.95,12.91,1180.06,623.25,573.47,1017.93,739.63,492.31
14-May-2007,821.58,2332.433,1503.15,952.41,569.86,971.81,13.96,14.09,1179.61,625.48,572.96,1017.53,740.29,491.45
15-May-2007,822.07,2329.607,1501.19,952.87,569.2,971.5,14.01,13.97,1179.64,627.99,572.68,1017.64,740.98,490.8
16-May-2007,823.95,2350.403,1514.14,953.88,574.17,978.49,13.5,13.27,1186.8,621.17,576.88,1021.88,741.15,495.13
17-May-2007,824.34,2348.44,1512.75,954.22,573.67,979.13,13.51,13.37,1187.47,622.94,577.14,1022.42,741.77,494.7
18-May-2007,826.19,2363.972,1522.75,955.42,577.41,985,12.76,12.34,1192.74,619.64,580.08,1028.01,742.14,497.89
21-May-2007,826.71,2367.625,1525.1,956.54,578.33,986.3,13.3,12.41,1194.39,619.44,580.84,1029.18,742.29,498.51
22-May-2007,827.11,2366.098,1524.12,956.76,577.94,986.22,13.06,12.4,1194.49,620.53,580.74,1029.27,743.5,498.09
23-May-2007,826.77,2363.286,1522.28,956.6,577.25,985.5,13.24,12.79,1193.58,621.32,580.39,1028.85,742.99,497.5
24-May-2007,822.92,2340.64,1507.51,952.51,571.72,977.87,14.08,13.81,1184.79,623.1,576.21,1022.7,741.97,493.13
25-May-2007,826.16,2353.423,1515.73,956.15,574.8,982.93,13.34,12.86,1190.81,624.96,578.7,1027.32,743.74,495.46
29-May-2007,827.37,2357.392,1518.11,957.71,575.72,984.61,13.53,12.99,1193.1,625.45,579.5,1028.86,745.44,496.05
30-May-2007,830.94,2377.087,1530.23,960.94,580.53,991.67,12.83,12.33,1200.77,624,583.4,1034.31,745.95,499.96
31-May-2007,831.12,2377.749,1530.62,961.1,580.63,991.78,13.05,12.76,1201.11,624.02,583.39,1034.47,746.33,500.11
1-Jun-2007,832.54,2386.629,1536.34,962.56,582.79,994.82,12.78,12.51,1204.28,623.03,585.04,1036.85,747.27,501.85
4-Jun-2007,833.28,2391.133,1539.18,963.58,583.86,996.21,13.29,12.73,1206.24,622.6,586.05,1038.06,748.02,502.7
5-Jun-2007,832.03,2378.438,1530.95,962.98,580.76,992.98,13.63,13.12,1202.64,626.55,583.9,1036.07,748.12,500.09
6-Jun-2007,829.15,2357.953,1517.38,960.16,575.75,985.78,14.87,14.58,1194.7,629.9,579.79,1030.82,747.14,495.85
7-Jun-2007,819.4,2316.625,1490.72,949.94,565.68,969.25,17.06,17.01,1175.09,625.34,571.7,1016.73,742.28,487.69
8-Jun-2007,827.72,2342.978,1507.67,958.31,572.1,980.26,14.84,14.73,1188.52,632.71,576.46,1027.01,747.33,492.57
11-Jun-2007,828.98,2345.273,1509.12,960.13,572.65,981.35,14.71,14.61,1189.81,635.05,576.79,1028.43,748.88,492.91
